PRESIDENT 1956 State Summary
,
Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19561104,N/A,Alabama,0,11,0,"496,861","195,694","Eisenhower, Dwight D. ",Incumbent,"280,844","Stevenson, Adlai E. II",Challenger,States Rights,"20,323","Uncommitted, NULL  ",Challenger,N/A,,"85,150",D,39.39,56.52,4.09,.00,41.07,58.93,,,
President,19561104,N/A,Alaska,0,11,0,,N/A,"Eisenhower, Dwight D. ",Incumbent,N/A,"Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,0,N/A,.00,.00,.00,.00,.00,.00,,,
President,19561104,N/A,Arizona,4,0,0,"290,173","176,990","Eisenhower, Dwight D. ",Incumbent,"112,880","Stevenson, Adlai E. II",Challenger,States Rights,303,"Uncommitted, NULL  ",Challenger,N/A,,"64,110",R,60.99,38.90,.10,.00,61.06,38.94,,,
President,19561104,N/A,Arkansas,0,8,0,"406,572","186,287","Eisenhower, Dwight D. ",Incumbent,"213,277","Stevenson, Adlai E. II",Challenger,States Rights,"7,008","Uncommitted, NULL  ",Challenger,N/A,,"26,990",D,45.82,52.46,1.72,.00,46.62,53.38,,,
President,19561104,N/A,California,32,0,0,"5,466,355","3,027,668","Eisenhower, Dwight D. ",Incumbent,"2,420,135","Stevenson, Adlai E. II",Challenger,States Rights,"18,552","Uncommitted, NULL  ",Challenger,N/A,,"607,533",R,55.39,44.27,.34,.00,55.58,44.42,,,
President,19561104,N/A,Colorado,6,0,0,"657,074","394,479","Eisenhower, Dwight D. ",Incumbent,"257,997","Stevenson, Adlai E. II",Challenger,States Rights,"4,598","Uncommitted, NULL  ",Challenger,N/A,,"136,482",R,60.04,39.26,.70,.00,60.46,39.54,,,
President,19561104,N/A,Connecticut,8,0,0,"1,117,121","711,837","Eisenhower, Dwight D. ",Incumbent,"405,079","Stevenson, Adlai E. II",Challenger,States Rights,205,"Uncommitted, NULL  ",Challenger,N/A,,"306,758",R,63.72,36.26,.02,.00,63.73,36.27,,,
President,19561104,N/A,Delaware,3,0,0,"177,988","98,057","Eisenhower, Dwight D. ",Incumbent,"79,421","Stevenson, Adlai E. II",Challenger,States Rights,510,"Uncommitted, NULL  ",Challenger,N/A,,"18,636",R,55.09,44.62,.29,.00,55.25,44.75,,,
President,19561104,N/A,District of Columbia,3,0,0,,N/A,"Eisenhower, Dwight D. ",Incumbent,N/A,"Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,0,N/A,.00,.00,.00,.00,.00,.00,,,
President,19561104,N/A,Florida,10,0,0,"1,125,762","643,849","Eisenhower, Dwight D. ",Incumbent,"480,371","Stevenson, Adlai E. II",Challenger,States Rights,"1,542","Uncommitted, NULL  ",Challenger,N/A,,"163,478",R,57.19,42.67,.14,.00,57.27,42.73,,,
President,19561104,N/A,Georgia,0,12,0,"669,655","222,778","Eisenhower, Dwight D. ",Incumbent,"444,688","Stevenson, Adlai E. II",Challenger,States Rights,"2,189","Uncommitted, NULL  ",Challenger,N/A,,"221,910",D,33.27,66.41,.33,.00,33.38,66.62,,,
President,19561104,N/A,Idaho,4,0,0,"272,989","166,979","Eisenhower, Dwight D. ",Incumbent,"105,868","Stevenson, Adlai E. II",Challenger,States Rights,142,"Uncommitted, NULL  ",Challenger,N/A,,"61,111",R,61.17,38.78,.05,.00,61.20,38.80,,,
President,19561104,N/A,Illinois,27,0,0,"4,407,407","2,623,327","Eisenhower, Dwight D. ",Incumbent,"1,775,682","Stevenson, Adlai E. II",Challenger,States Rights,"8,398","Uncommitted, NULL  ",Challenger,N/A,,"847,645",R,59.52,40.29,.19,.00,59.63,40.37,,,
President,19561104,N/A,Indiana,13,0,0,"1,974,607","1,182,811","Eisenhower, Dwight D. ",Incumbent,"783,908","Stevenson, Adlai E. II",Challenger,States Rights,"7,888","Uncommitted, NULL  ",Challenger,N/A,,"398,903",R,59.90,39.70,.40,.00,60.14,39.86,,,
President,19561104,N/A,Iowa,10,0,0,"1,234,564","729,187","Eisenhower, Dwight D. ",Incumbent,"501,858","Stevenson, Adlai E. II",Challenger,States Rights,"3,519","Uncommitted, NULL  ",Challenger,N/A,,"227,329",R,59.06,40.65,.29,.00,59.23,40.77,,,
President,19561104,N/A,Kansas,8,0,0,"866,243","566,878","Eisenhower, Dwight D. ",Incumbent,"296,317","Stevenson, Adlai E. II",Challenger,States Rights,"3,048","Uncommitted, NULL  ",Challenger,N/A,,"270,561",R,65.44,34.21,.35,.00,65.67,34.33,,,
President,19561104,N/A,Kentucky,10,0,0,"1,053,805","572,192","Eisenhower, Dwight D. ",Incumbent,"476,453","Stevenson, Adlai E. II",Challenger,States Rights,"5,160","Uncommitted, NULL  ",Challenger,N/A,,"95,739",R,54.30,45.21,.49,.00,54.56,45.44,,,
President,19561104,N/A,Louisiana,10,0,0,"617,544","329,047","Eisenhower, Dwight D. ",Incumbent,"243,977","Stevenson, Adlai E. II",Challenger,States Rights,"44,520","Uncommitted, NULL  ",Challenger,N/A,,"85,070",R,53.28,39.51,7.21,.00,57.42,42.58,,,
President,19561104,N/A,Maine,5,0,0,"351,706","249,238","Eisenhower, Dwight D. ",Incumbent,"102,468","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"146,770",R,70.87,29.13,.00,.00,70.87,29.13,,,
President,19561104,N/A,Maryland,9,0,0,"932,827","559,738","Eisenhower, Dwight D. ",Incumbent,"372,613","Stevenson, Adlai E. II",Challenger,States Rights,476,"Uncommitted, NULL  ",Challenger,N/A,,"187,125",R,60.00,39.94,.05,.00,60.04,39.96,,,
President,19561104,N/A,Massachusetts,16,0,0,"2,348,506","1,393,197","Eisenhower, Dwight D. ",Incumbent,"948,190","Stevenson, Adlai E. II",Challenger,States Rights,"7,119","Uncommitted, NULL  ",Challenger,N/A,,"445,007",R,59.32,40.37,.30,.00,59.50,40.50,,,
President,19561104,N/A,Michigan,20,0,0,"3,080,468","1,713,647","Eisenhower, Dwight D. ",Incumbent,"1,359,898","Stevenson, Adlai E. II",Challenger,States Rights,"6,923","Uncommitted, NULL  ",Challenger,N/A,,"353,749",R,55.63,44.15,.22,.00,55.75,44.25,,,
President,19561104,N/A,Minnesota,11,0,0,"1,340,005","719,302","Eisenhower, Dwight D. ",Incumbent,"617,525","Stevenson, Adlai E. II",Challenger,States Rights,"3,178","Uncommitted, NULL  ",Challenger,N/A,,"101,777",R,53.68,46.08,.24,.00,53.81,46.19,,,
President,19561104,N/A,Mississippi,0,8,0,"248,104","60,685","Eisenhower, Dwight D. ",Incumbent,"144,453","Stevenson, Adlai E. II",Challenger,States Rights,"42,966","Uncommitted, NULL  ",Challenger,N/A,,"83,768",D,24.46,58.22,17.32,.00,29.58,70.42,,,
President,19561104,N/A,Missouri,0,13,0,"1,832,562","914,289","Eisenhower, Dwight D. ",Incumbent,"918,273","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"3,984",D,49.89,50.11,.00,.00,49.89,50.11,,,
President,19561104,N/A,Montana,4,0,0,"271,171","154,933","Eisenhower, Dwight D. ",Incumbent,"116,238","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"38,695",R,57.13,42.87,.00,.00,57.13,42.87,,,
President,19561104,N/A,Nebraska,6,0,0,"577,137","378,108","Eisenhower, Dwight D. ",Incumbent,"199,029","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"179,079",R,65.51,34.49,.00,.00,65.51,34.49,,,
President,19561104,N/A,Nevada,3,0,0,"96,689","56,049","Eisenhower, Dwight D. ",Incumbent,"40,640","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"15,409",R,57.97,42.03,.00,.00,57.97,42.03,,,
President,19561104,N/A,New Hampshire,4,0,0,"266,994","176,519","Eisenhower, Dwight D. ",Incumbent,"90,364","Stevenson, Adlai E. II",Challenger,States Rights,111,"Uncommitted, NULL  ",Challenger,N/A,,"86,155",R,66.11,33.84,.04,.00,66.14,33.86,,,
President,19561104,N/A,New Jersey,16,0,0,"2,484,312","1,606,942","Eisenhower, Dwight D. ",Incumbent,"850,337","Stevenson, Adlai E. II",Challenger,States Rights,"27,033","Uncommitted, NULL  ",Challenger,N/A,,"756,605",R,64.68,34.23,1.09,.00,65.40,34.60,,,
President,19561104,N/A,New Mexico,4,0,0,"253,926","146,788","Eisenhower, Dwight D. ",Incumbent,"106,098","Stevenson, Adlai E. II",Challenger,States Rights,"1,040","Uncommitted, NULL  ",Challenger,N/A,,"40,690",R,57.81,41.78,.41,.00,58.05,41.95,,,
President,19561104,N/A,New York,45,0,0,"7,095,971","4,345,506","Eisenhower, Dwight D. ",Incumbent,"2,747,944","Stevenson, Adlai E. II",Challenger,States Rights,"2,521","Uncommitted, NULL  ",Challenger,N/A,,"1,597,562",R,61.24,38.73,.04,.00,61.26,38.74,,,
President,19561104,N/A,North Carolina,0,14,0,"1,165,592","575,062","Eisenhower, Dwight D. ",Incumbent,"590,530","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"15,468",D,49.34,50.66,.00,.00,49.34,50.66,,,
President,19561104,N/A,North Dakota,4,0,0,"253,991","156,766","Eisenhower, Dwight D. ",Incumbent,"96,742","Stevenson, Adlai E. II",Challenger,States Rights,483,"Uncommitted, NULL  ",Challenger,N/A,,"60,024",R,61.72,38.09,.19,.00,61.84,38.16,,,
President,19561104,N/A,Ohio,25,0,0,"3,702,265","2,262,610","Eisenhower, Dwight D. ",Incumbent,"1,439,655","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"822,955",R,61.11,38.89,.00,.00,61.11,38.89,,,
President,19561104,N/A,Oklahoma,8,0,0,"859,350","473,769","Eisenhower, Dwight D. ",Incumbent,"385,581","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"88,188",R,55.13,44.87,.00,.00,55.13,44.87,,,
President,19561104,N/A,Oregon,6,0,0,"736,132","406,393","Eisenhower, Dwight D. ",Incumbent,"329,204","Stevenson, Adlai E. II",Challenger,States Rights,535,"Uncommitted, NULL  ",Challenger,N/A,,"77,189",R,55.21,44.72,.07,.00,55.25,44.75,,,
President,19561104,N/A,Pennsylvania,32,0,0,"4,576,503","2,585,252","Eisenhower, Dwight D. ",Incumbent,"1,981,769","Stevenson, Adlai E. II",Challenger,States Rights,"9,482","Uncommitted, NULL  ",Challenger,N/A,,"603,483",R,56.49,43.30,.21,.00,56.61,43.39,,,
President,19561104,N/A,Rhode Island,4,0,0,"387,609","225,819","Eisenhower, Dwight D. ",Incumbent,"161,790","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"64,029",R,58.26,41.74,.00,.00,58.26,41.74,,,
President,19561104,N/A,South Carolina,0,8,0,"300,583","75,700","Eisenhower, Dwight D. ",Incumbent,"136,372","Stevenson, Adlai E. II",Challenger,States Rights,"88,509","Uncommitted, NULL  ",Challenger,2,,"47,863",D,25.18,45.37,29.45,.00,35.70,64.30,,,
President,19561104,N/A,South Dakota,4,0,0,"293,857","171,569","Eisenhower, Dwight D. ",Incumbent,"122,288","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"49,281",R,58.39,41.61,.00,.00,58.39,41.61,,,
President,19561104,N/A,Tennessee,11,0,0,"939,404","462,288","Eisenhower, Dwight D. ",Incumbent,"456,507","Stevenson, Adlai E. II",Challenger,States Rights,"20,609","Uncommitted, NULL  ",Challenger,N/A,,"5,781",R,49.21,48.60,2.19,.00,50.31,49.69,,,
President,19561104,N/A,Texas,24,0,0,"1,955,168","1,080,619","Eisenhower, Dwight D. ",Incumbent,"859,958","Stevenson, Adlai E. II",Challenger,States Rights,"14,591","Uncommitted, NULL  ",Challenger,N/A,,"220,661",R,55.27,43.98,.75,.00,55.69,44.31,,,
President,19561104,N/A,Utah,4,0,0,"333,995","215,631","Eisenhower, Dwight D. ",Incumbent,"118,364","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"97,267",R,64.56,35.44,.00,.00,64.56,35.44,,,
President,19561104,N/A,Vermont,3,0,0,"152,978","110,390","Eisenhower, Dwight D. ",Incumbent,"42,549","Stevenson, Adlai E. II",Challenger,States Rights,39,"Uncommitted, NULL  ",Challenger,N/A,,"67,841",R,72.16,27.81,.03,.00,72.18,27.82,,,
President,19561104,N/A,Virginia,12,0,0,"697,978","386,459","Eisenhower, Dwight D. ",Incumbent,"267,760","Stevenson, Adlai E. II",Challenger,States Rights,"43,759","Uncommitted, NULL  ",Challenger,N/A,,"118,699",R,55.37,38.36,6.27,.00,59.07,40.93,,,
President,19561104,N/A,Washington,9,0,0,"1,150,889","620,430","Eisenhower, Dwight D. ",Incumbent,"523,002","Stevenson, Adlai E. II",Challenger,States Rights,"7,457","Uncommitted, NULL  ",Challenger,N/A,,"97,428",R,53.91,45.44,.65,.00,54.26,45.74,,,
President,19561104,N/A,West Virginia,8,0,0,"830,831","449,297","Eisenhower, Dwight D. ",Incumbent,"381,534","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"67,763",R,54.08,45.92,.00,.00,54.08,45.92,,,
President,19561104,N/A,Wisconsin,12,0,0,"1,550,558","954,844","Eisenhower, Dwight D. ",Incumbent,"586,768","Stevenson, Adlai E. II",Challenger,States Rights,"8,946","Uncommitted, NULL  ",Challenger,N/A,,"368,076",R,61.58,37.84,.58,.00,61.94,38.06,,,
President,19561104,N/A,Wyoming,3,0,0,"124,127","74,573","Eisenhower, Dwight D. ",Incumbent,"49,554","Stevenson, Adlai E. II",Challenger,States Rights,N/A,"Uncommitted, NULL  ",Challenger,N/A,,"25,019",R,60.08,39.92,.00,.00,60.08,39.92,,,
,
CensusPopAll,AreaAll,ElectoralRepVotesAll,ElectoralDemVotesAll,ElectoralOtherVotesAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,460,85,0,"62,026,908","35,590,472","26,022,752","413,682",2,"9,567,720",R,57.38,41.95,.67,.00,57.76,42.24
