PRESIDENT 1968 State Summary
,
Office,RaceDate,CensusPop,Area,ElectoralRepVotes,ElectoralDemVotes,ElectoralOtherVotes,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,OtherDetail,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,PopularRaceNotes,ElectoralRaceNotes
President,19681105,N/A,Alabama,0,0,10,"1,049,922","146,923","Nixon, Richard M. ",Challenger,"196,579","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"691,425","Wallace, George C. ",Challenger,"14,995",,"494,846",AIP,13.99,18.72,65.85,1.43,42.77,57.23,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Alaska,3,0,0,"83,035","37,600","Nixon, Richard M. ",Challenger,"35,411","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"10,024","Wallace, George C. ",Challenger,N/A,,"2,189",R,45.28,42.65,12.07,.00,51.50,48.50,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Arizona,5,0,0,"486,936","266,721","Nixon, Richard M. ",Challenger,"170,514","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"46,573","Wallace, George C. ",Challenger,"3,128",,"96,207",R,54.78,35.02,9.56,.64,61.00,39.00,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Arkansas,0,0,6,"619,969","190,759","Nixon, Richard M. ",Challenger,"188,228","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"240,982","Wallace, George C. ",Challenger,N/A,,"50,223",AIP,30.77,30.36,38.87,.00,50.33,49.67,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,California,40,0,0,"7,251,587","3,467,664","Nixon, Richard M. ",Challenger,"3,244,318","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"487,270","Wallace, George C. ",Challenger,"52,335",,"223,346",R,47.82,44.74,6.72,.72,51.66,48.34,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Colorado,6,0,0,"811,199","409,345","Nixon, Richard M. ",Challenger,"335,174","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"60,813","Wallace, George C. ",Challenger,"5,867",,"74,171",R,50.46,41.32,7.50,.72,54.98,45.02,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Connecticut,0,8,0,"1,256,232","556,721","Nixon, Richard M. ",Challenger,"621,561","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"76,650","Wallace, George C. ",Challenger,"1,300",,"64,840",D,44.32,49.48,6.10,.10,47.25,52.75,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Delaware,3,0,0,"214,367","96,714","Nixon, Richard M. ",Challenger,"89,194","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"28,459","Wallace, George C. ",Challenger,N/A,,"7,520",R,45.12,41.61,13.28,.00,52.02,47.98,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,District of Columbia,0,3,0,"170,578","31,012","Nixon, Richard M. ",Challenger,"139,566","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,N/A,"Wallace, George C. ",Challenger,N/A,,"108,554",D,18.18,81.82,.00,.00,18.18,81.82,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Florida,14,0,0,"2,187,805","886,804","Nixon, Richard M. ",Challenger,"676,794","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"624,207","Wallace, George C. ",Challenger,N/A,,"210,010",R,40.53,30.93,28.53,.00,56.72,43.28,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Georgia,0,0,12,"1,250,266","380,111","Nixon, Richard M. ",Challenger,"334,440","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"535,550","Wallace, George C. ",Challenger,165,,"155,439",AIP,30.40,26.75,42.83,.01,53.20,46.80,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Hawaii,0,0,12,"236,218","91,425","Nixon, Richard M. ",Challenger,"141,324","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"3,469","Wallace, George C. ",Challenger,N/A,,"49,899",D,38.70,59.83,1.47,.00,39.28,60.72,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Idaho,4,4,0,"291,183","165,369","Nixon, Richard M. ",Challenger,"89,273","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"36,541","Wallace, George C. ",Challenger,N/A,,"76,096",R,56.79,30.66,12.55,.00,64.94,35.06,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Illinois,26,0,0,"4,619,749","2,174,774","Nixon, Richard M. ",Challenger,"2,039,814","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"390,958","Wallace, George C. ",Challenger,"14,203",,"134,960",R,47.08,44.15,8.46,.31,51.60,48.40,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Indiana,13,0,0,"2,123,597","1,067,885","Nixon, Richard M. ",Challenger,"806,659","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"243,108","Wallace, George C. ",Challenger,"5,945",,"261,226",R,50.29,37.99,11.45,.28,56.97,43.03,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Iowa,9,0,0,"1,167,931","619,106","Nixon, Richard M. ",Challenger,"476,699","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"66,422","Wallace, George C. ",Challenger,"5,704",,"142,407",R,53.01,40.82,5.69,.49,56.50,43.50,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Kansas,7,0,0,"872,783","478,674","Nixon, Richard M. ",Challenger,"302,996","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"88,921","Wallace, George C. ",Challenger,"2,192",,"175,678",R,54.84,34.72,10.19,.25,61.24,38.76,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Kentucky,9,0,0,"1,055,893","462,411","Nixon, Richard M. ",Challenger,"397,541","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"193,098","Wallace, George C. ",Challenger,"2,843",,"64,870",R,43.79,37.65,18.29,.27,53.77,46.23,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Louisiana,0,0,10,"1,097,450","257,535","Nixon, Richard M. ",Challenger,"309,615","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"530,300","Wallace, George C. ",Challenger,N/A,,"220,685",AIP,23.47,28.21,48.32,.00,45.41,54.59,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Maine,0,4,0,"392,936","169,254","Nixon, Richard M. ",Challenger,"217,312","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"6,370","Wallace, George C. ",Challenger,N/A,,"48,058",D,43.07,55.30,1.62,.00,43.78,56.22,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Maryland,0,10,0,"1,235,039","517,995","Nixon, Richard M. ",Challenger,"538,310","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"178,734","Wallace, George C. ",Challenger,N/A,,"20,315",D,41.94,43.59,14.47,.00,49.04,50.96,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Massachusetts,0,14,0,"2,331,752","766,844","Nixon, Richard M. ",Challenger,"1,469,218","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"87,088","Wallace, George C. ",Challenger,"8,602",,"702,374",D,32.89,63.01,3.73,.37,34.29,65.71,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Michigan,0,21,0,"3,306,250","1,370,665","Nixon, Richard M. ",Challenger,"1,593,082","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"331,968","Wallace, George C. ",Challenger,"10,535",,"222,417",D,41.46,48.18,10.04,.32,46.25,53.75,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Minnesota,0,10,0,"1,588,506","658,643","Nixon, Richard M. ",Challenger,"857,738","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"68,931","Wallace, George C. ",Challenger,"3,194",,"199,095",D,41.46,54.00,4.34,.20,43.44,56.56,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Mississippi,0,0,7,"654,509","88,516","Nixon, Richard M. ",Challenger,"150,644","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"415,349","Wallace, George C. ",Challenger,N/A,,"264,705",AIP,13.52,23.02,63.46,.00,37.01,62.99,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Missouri,12,0,0,"1,809,499","811,932","Nixon, Richard M. ",Challenger,"791,444","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"206,123","Wallace, George C. ",Challenger,N/A,,"20,488",R,44.87,43.74,11.39,.00,50.64,49.36,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Montana,4,0,0,"274,404","138,835","Nixon, Richard M. ",Challenger,"114,117","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"20,015","Wallace, George C. ",Challenger,"1,437",,"24,718",R,50.60,41.59,7.29,.52,54.89,45.11,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Nebraska,5,0,0,"536,851","321,163","Nixon, Richard M. ",Challenger,"170,784","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"44,904","Wallace, George C. ",Challenger,N/A,,"150,379",R,59.82,31.81,8.36,.00,65.28,34.72,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Nevada,3,0,0,"154,218","73,188","Nixon, Richard M. ",Challenger,"60,598","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"20,432","Wallace, George C. ",Challenger,N/A,,"12,590",R,47.46,39.29,13.25,.00,54.71,45.29,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,New Hampshire,4,0,0,"297,298","154,903","Nixon, Richard M. ",Challenger,"130,589","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"11,173","Wallace, George C. ",Challenger,633,,"24,314",R,52.10,43.93,3.76,.21,54.26,45.74,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,New Jersey,17,0,0,"2,875,395","1,325,467","Nixon, Richard M. ",Challenger,"1,264,206","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"262,187","Wallace, George C. ",Challenger,"23,535",,"61,261",R,46.10,43.97,9.12,.82,51.18,48.82,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,New Mexico,4,0,0,"327,350","169,692","Nixon, Richard M. ",Challenger,"130,081","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"25,737","Wallace, George C. ",Challenger,"1,840",,"39,611",R,51.84,39.74,7.86,.56,56.61,43.39,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,New York,0,43,0,"6,791,688","3,007,932","Nixon, Richard M. ",Challenger,"3,378,470","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"358,864","Wallace, George C. ",Challenger,"46,422",,"370,538",D,44.29,49.74,5.28,.68,47.10,52.90,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,North Carolina,12,0,1,"1,587,493","627,192","Nixon, Richard M. ",Challenger,"464,113","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"496,188","Wallace, George C. ",Challenger,N/A,,"131,004",R,39.51,29.24,31.26,.00,57.47,42.53,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,North Dakota,4,0,0,"247,882","138,669","Nixon, Richard M. ",Challenger,"94,769","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"14,244","Wallace, George C. ",Challenger,200,,"43,900",R,55.94,38.23,5.75,.08,59.40,40.60,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Ohio,26,0,0,"3,959,698","1,791,014","Nixon, Richard M. ",Challenger,"1,700,586","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"467,495","Wallace, George C. ",Challenger,603,,"90,428",R,45.23,42.95,11.81,.02,51.29,48.71,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Oklahoma,8,0,0,"943,086","449,697","Nixon, Richard M. ",Challenger,"301,658","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"191,731","Wallace, George C. ",Challenger,N/A,,"148,039",R,47.68,31.99,20.33,.00,59.85,40.15,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Oregon,6,0,0,"819,622","408,433","Nixon, Richard M. ",Challenger,"358,866","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"49,683","Wallace, George C. ",Challenger,"2,640",,"49,567",R,49.83,43.78,6.06,.32,53.23,46.77,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Pennsylvania,0,29,0,"4,747,928","2,090,017","Nixon, Richard M. ",Challenger,"2,259,405","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"378,582","Wallace, George C. ",Challenger,"19,924",,"169,388",D,44.02,47.59,7.97,.42,48.05,51.95,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Rhode Island,0,4,0,"385,000","122,359","Nixon, Richard M. ",Challenger,"246,518","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"15,678","Wallace, George C. ",Challenger,445,,"124,159",D,31.78,64.03,4.07,.12,33.17,66.83,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,South Carolina,8,0,0,"666,978","254,062","Nixon, Richard M. ",Challenger,"197,486","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"215,430","Wallace, George C. ",Challenger,N/A,,"38,632",R,38.09,29.61,32.30,.00,56.26,43.74,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,South Dakota,4,0,0,"281,264","149,841","Nixon, Richard M. ",Challenger,"118,023","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"13,400","Wallace, George C. ",Challenger,N/A,,"31,818",R,53.27,41.96,4.76,.00,55.94,44.06,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Tennessee,11,0,0,"1,248,617","472,592","Nixon, Richard M. ",Challenger,"351,233","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"424,792","Wallace, George C. ",Challenger,N/A,,"47,800",R,37.85,28.13,34.02,.00,57.37,42.63,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Texas,0,25,0,"3,079,216","1,227,844","Nixon, Richard M. ",Challenger,"1,266,804","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"584,269","Wallace, George C. ",Challenger,299,,"38,960",D,39.88,41.14,18.97,.01,49.22,50.78,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Utah,4,0,0,"422,568","238,728","Nixon, Richard M. ",Challenger,"156,665","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"26,906","Wallace, George C. ",Challenger,269,,"82,063",R,56.49,37.07,6.37,.06,60.38,39.62,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Vermont,3,0,0,"161,404","85,142","Nixon, Richard M. ",Challenger,"70,255","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"5,104","Wallace, George C. ",Challenger,903,,"14,887",R,52.75,43.53,3.16,.56,54.79,45.21,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Virginia,12,0,0,"1,361,491","590,319","Nixon, Richard M. ",Challenger,"442,387","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"321,833","Wallace, George C. ",Challenger,"6,952",,"147,932",R,43.36,32.49,23.64,.51,57.16,42.84,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Washington,0,9,0,"1,304,281","588,510","Nixon, Richard M. ",Challenger,"616,037","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"96,990","Wallace, George C. ",Challenger,"2,744",,"27,527",D,45.12,47.23,7.44,.21,48.86,51.14,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,West Virginia,0,7,0,"754,206","307,555","Nixon, Richard M. ",Challenger,"374,091","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"72,560","Wallace, George C. ",Challenger,N/A,,"66,536",D,40.78,49.60,9.62,.00,45.12,54.88,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Wisconsin,12,0,0,"1,691,538","809,997","Nixon, Richard M. ",Challenger,"748,804","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"127,835","Wallace, George C. ",Challenger,"4,902",,"61,193",R,47.89,44.27,7.56,.29,51.96,48.04,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
President,19681105,N/A,Wyoming,3,0,0,"127,205","70,927","Nixon, Richard M. ",Challenger,"45,173","Humphrey, Hubert Horatio Jr.",Challenger,American Independent,"11,105","Wallace, George C. ",Challenger,N/A,,"25,754",R,55.76,35.51,8.73,.00,61.09,38.91,,"In Georgia, Kentucky, and Michigan, to account for discrepancies between reported county-by-county figures and reported state totals, and extra row of data, ""Votes not reported by county,"" is included.",
,
CensusPopAll,AreaAll,ElectoralRepVotesAll,ElectoralDemVotesAll,ElectoralOtherVotesAll,TotalVotesAll,RepVotesAll,DemVotesAll,ThirdVotesAll,OtherVotesAll,PluralityVotesAll,PluralityPartyAll,RepVotesTotalPercentAll,DemVotesTotalPercentAll,ThirdVotesTotalPercentAll,OtherVotesTotalPercentAll,RepVotesMajorPercentAll,DemVotesMajorPercentAll
N/A,United States,301,191,58,"73,211,872","31,785,480","31,275,166","9,906,470","244,756","510,314",R,43.42,42.72,13.53,.33,50.40,49.60
